Product_ID,Product_Name,Category,Sub_Category,Brand,Unit_Of_Measure,Length_cm,Width_cm,Height_cm,Unit_Weight_kg,Selling_Price,Reorder_Level,Status
PROD0198,Havells Plumbing Model-302,Hardware,Plumbing,Havells,Litre,14.3,14.5,14.7,5.87,1072.34,155,Active
PROD0199,Havells Laptops Model-928,Electronics,Laptops,Havells,Pcs,12.8,26.2,16.6,0.52,80163.12,123,Active
PROD0200,Bajaj Microwaves Model-130,Home Appliances,Microwaves,Bajaj,Set,71.0,38.6,70.1,16.23,19990.91,12,Active
PROD0201,Britannia Confectionery Model-762,FMCG - Food,Confectionery,Britannia,Kg,15.0,18.2,15.4,0.48,318.75,43,Active
PROD0202,Dabur Grooming Model-491,FMCG - Personal Care,Grooming,Dabur,Box,8.0,8.4,17.3,0.92,627.75,21,Discontinued
PROD0203,Tata Insecticides Model-130,FMCG - Home Care,Insecticides,Tata,Box,6.2,19.9,23.2,3.88,899.66,16,Active
PROD0204,Peter England Women's Wear Model-646,Apparel,Women's Wear,Peter England,Pack,21.1,29.9,3.3,1.04,3649.04,21,Active
PROD0205,Relaxo Casual Shoes Model-855,Footwear,Casual Shoes,Relaxo,Box,34.1,15.2,13.5,1.73,3556.2,74,Active
PROD0206,Tata Storage Model-416,Furniture,Storage,Tata,Pcs,93.9,45.4,58.6,12.19,92537.87,22,Active
PROD0207,Amaron Bike Accessories Model-281,Automotive Accessories,Bike Accessories,Amaron,Set,12.4,14.4,22.6,1.02,1065.18,96,Active
PROD0208,JK Paper Desk Organizers Model-700,Office Supplies,Desk Organizers,JK Paper,Box,15.1,11.5,14.7,2.21,672.2,274,Active
PROD0209,Schneider Electric Hand Tools Model-810,Industrial Tools,Hand Tools,Schneider Electric,Box,49.3,15.1,19.7,2.35,4948.94,66,Active
PROD0210,Omron Supplements Model-686,Health & Wellness,Supplements,Omron,Set,22.0,16.6,10.7,0.45,1022.83,128,Active
PROD0211,Hawkins Cookware Model-244,Kitchenware,Cookware,Hawkins,Set,36.1,15.9,29.6,1.01,4443.8,50,Active
PROD0212,Hasbro Action Figures Model-111,Toys & Games,Action Figures,Hasbro,Box,16.3,23.9,12.0,1.99,2577.36,38,Active
PROD0213,Decathlon Cricket Gear Model-604,Sports & Fitness,Cricket Gear,Decathlon,Set,51.9,21.3,25.7,11.87,7042.15,24,Active
PROD0214,Himalaya Baby Food Model-401,Baby Care,Baby Food,Himalaya,Pack,22.7,38.5,9.1,0.76,1001.1,45,Active
PROD0215,Wildcraft Backpacks Model-708,Luggage & Bags,Backpacks,Wildcraft,Set,46.1,25.8,59.4,2.89,3973.6,31,Active
PROD0216,Hindware Plumbing Model-813,Hardware,Plumbing,Hindware,Pack,21.5,9.5,6.4,3.99,2221.17,13,Active
PROD0217,Sony Wearables Model-401,Electronics,Wearables,Sony,Box,28.8,17.0,3.7,0.8,54680.38,110,Active
PROD0218,Godrej Air Conditioners Model-582,Home Appliances,Air Conditioners,Godrej,Set,83.7,43.3,129.9,28.25,25688.78,21,Active
PROD0219,Bikaji Staples Model-576,FMCG - Food,Staples,Bikaji,Kg,9.5,9.0,3.7,3.77,540.63,32,Active
PROD0220,Colgate Soaps & Bodywash Model-666,FMCG - Personal Care,Soaps & Bodywash,Colgate,Pcs,13.2,10.5,16.3,0.56,1046.93,375,Active
PROD0221,Godrej Dishwashing Model-504,FMCG - Home Care,Dishwashing,Godrej,Pack,15.0,18.5,30.0,3.45,573.43,146,Active
PROD0222,Allen Solly Women's Wear Model-927,Apparel,Women's Wear,Allen Solly,Pcs,22.5,21.4,7.9,0.61,4488.53,48,Active
PROD0223,Nike Sports Shoes Model-497,Footwear,Sports Shoes,Nike,Box,30.5,21.0,12.6,1.68,469.24,300,Active
PROD0224,Godrej Interio Storage Model-524,Furniture,Storage,Godrej Interio,Pcs,56.3,75.3,100.7,42.47,32485.09,16,Active
PROD0225,3M Bike Accessories Model-370,Automotive Accessories,Bike Accessories,3M,Set,36.2,27.2,16.8,1.2,3343.2,137,Active
PROD0226,JK Paper Paper Products Model-439,Office Supplies,Paper Products,JK Paper,Pack,6.5,14.5,5.5,1.15,526.66,29,Active
PROD0227,Bosch Measuring Instruments Model-989,Industrial Tools,Measuring Instruments,Bosch,Pcs,16.7,39.2,16.1,9.96,4406.59,315,Active
PROD0228,Himalaya First Aid Model-943,Health & Wellness,First Aid,Himalaya,Set,19.8,16.4,13.7,1.66,1594.28,29,Active
PROD0229,Milton Small Kitchen Appliances Model-899,Kitchenware,Small Kitchen Appliances,Milton,Box,40.8,10.7,13.9,4.2,4209.34,108,Active
PROD0230,Lego Action Figures Model-380,Toys & Games,Action Figures,Lego,Box,34.7,20.1,17.7,0.4,300.86,48,Active
PROD0231,Nivia Team Sports Model-664,Sports & Fitness,Team Sports,Nivia,Set,51.1,35.1,11.5,12.5,1312.11,13,Active
PROD0232,Pampers Diapers Model-762,Baby Care,Diapers,Pampers,Pack,37.1,18.1,27.5,0.18,1972.73,10,Active
PROD0233,American Tourister Travel Suitcases Model-715,Luggage & Bags,Travel Suitcases,American Tourister,Pcs,31.7,30.2,72.4,3.32,6174.95,98,Active
PROD0234,Finolex Paints & Finishes Model-323,Hardware,Paints & Finishes,Finolex,Litre,12.6,12.8,14.4,5.89,79.02,33,Active
PROD0235,Bajaj Accessories Model-389,Electronics,Accessories,Bajaj,Set,30.5,17.0,8.1,1.04,28446.49,133,Active
PROD0236,Bosch Air Conditioners Model-253,Home Appliances,Air Conditioners,Bosch,Pcs,84.0,70.3,152.3,41.0,43783.15,11,Active
PROD0237,Nestlé Staples Model-528,FMCG - Food,Staples,Nestlé,Litre,12.8,5.5,21.8,2.88,168.13,206,Active
PROD0238,Emami Soaps & Bodywash Model-619,FMCG - Personal Care,Soaps & Bodywash,Emami,Pack,13.3,10.7,23.1,0.22,162.24,26,Active
PROD0239,Tata Insecticides Model-796,FMCG - Home Care,Insecticides,Tata,Box,18.1,8.3,15.6,4.38,401.61,97,Active
PROD0240,Reliance Kids Wear Model-971,Apparel,Kids Wear,Reliance,Pcs,29.4,28.0,5.5,1.14,599.11,114,Active
PROD0241,Sparx Sandals Model-405,Footwear,Sandals,Sparx,Box,25.5,21.0,10.7,0.68,2691.47,39,Active
PROD0242,Godrej Interio Bedroom Model-599,Furniture,Bedroom,Godrej Interio,Set,109.4,50.6,90.8,3.2,10663.18,193,Active
PROD0243,3M Helmets Model-904,Automotive Accessories,Helmets,3M,Pcs,15.2,23.0,15.7,2.69,15959.99,143,Active
PROD0244,Camlin Paper Products Model-875,Office Supplies,Paper Products,Camlin,Pack,5.5,5.1,11.5,0.72,1319.17,63,Active
PROD0245,Stanley Safety Gear Model-166,Industrial Tools,Safety Gear,Stanley,Pcs,24.9,17.3,23.2,7.28,5398.61,67,Active
PROD0246,Patanjali First Aid Model-868,Health & Wellness,First Aid,Patanjali,Box,8.3,18.6,13.1,0.14,750.53,77,Active
PROD0247,Prestige Dinnerware Model-475,Kitchenware,Dinnerware,Prestige,Box,32.8,10.9,27.5,1.43,2743.46,162,Active
PROD0248,Funskool Board Games Model-806,Toys & Games,Board Games,Funskool,Pcs,22.5,17.6,15.9,1.24,705.32,50,Discontinued
PROD0249,Puma Team Sports Model-203,Sports & Fitness,Team Sports,Puma,Pair,69.6,28.7,22.5,6.4,10808.81,129,Active
PROD0250,Himalaya Baby Food Model-609,Baby Care,Baby Food,Himalaya,Pack,34.4,33.3,50.7,3.9,959.01,70,Discontinued
PROD0251,American Tourister Duffle Bags Model-804,Luggage & Bags,Duffle Bags,American Tourister,Set,34.9,15.1,60.2,4.12,7181.86,69,Active
PROD0252,Pidilite Electrical Fittings Model-840,Hardware,Electrical Fittings,Pidilite,Pcs,27.6,14.7,11.9,9.78,1093.29,21,Active
PROD0253,JBL Audio Model-920,Electronics,Audio,JBL,Box,19.4,23.5,3.7,2.68,5045.51,20,Active
PROD0254,Voltas Microwaves Model-999,Home Appliances,Microwaves,Voltas,Pcs,52.4,47.1,55.9,29.02,31033.67,40,Active
PROD0255,Tata Beverages Model-235,FMCG - Food,Beverages,Tata,Pack,24.6,17.7,4.9,4.56,396.49,38,Active
PROD0256,Emami Soaps & Bodywash Model-726,FMCG - Personal Care,Soaps & Bodywash,Emami,Pcs,13.5,11.0,20.9,0.9,605.54,102,Active
PROD0257,Reliance Detergents Model-770,FMCG - Home Care,Detergents,Reliance,Box,5.2,18.0,23.1,3.77,662.45,31,Active
PROD0258,Raymond Innerwear Model-543,Apparel,Innerwear,Raymond,Pack,34.5,22.2,6.0,0.82,924.35,49,Active
PROD0259,Sparx Formal Shoes Model-969,Footwear,Formal Shoes,Sparx,Box,33.5,21.1,10.4,1.09,1748.99,56,Active
PROD0260,Pepperfry Storage Model-936,Furniture,Storage,Pepperfry,Pcs,48.7,66.7,85.8,6.7,18198.28,41,Active
PROD0261,Bosch Car Care Model-513,Automotive Accessories,Car Care,Bosch,Set,11.4,26.5,25.6,4.79,7712.74,115,Active
PROD0262,Camlin Filing Model-472,Office Supplies,Filing,Camlin,Box,29.5,21.9,6.3,2.31,911.93,33,Active
PROD0263,Bosch Power Tools Model-877,Industrial Tools,Power Tools,Bosch,Box,21.1,18.9,25.7,11.58,4733.76,329,Active
PROD0264,Zydus Medical Devices Model-243,Health & Wellness,Medical Devices,Zydus,Set,7.1,14.2,6.9,1.87,1239.4,22,Active
PROD0265,Hawkins Cookware Model-147,Kitchenware,Cookware,Hawkins,Box,39.3,24.7,25.4,2.36,3343.51,184,Active
PROD0266,Mitashi Board Games Model-853,Toys & Games,Board Games,Mitashi,Pcs,26.6,18.7,16.7,2.32,2777.57,47,Active
PROD0267,SG Cricket Gear Model-496,Sports & Fitness,Cricket Gear,SG,Pair,78.1,36.5,17.6,5.89,11759.13,25,Active
PROD0268,MamyPoko Baby Bath Model-563,Baby Care,Baby Bath,MamyPoko,Pack,15.5,28.1,53.8,2.1,2123.38,30,Active
PROD0269,American Tourister Travel Suitcases Model-314,Luggage & Bags,Travel Suitcases,American Tourister,Set,45.6,38.0,36.0,3.31,8301.44,44,Active
PROD0270,Pidilite Fasteners Model-218,Hardware,Fasteners,Pidilite,Pack,19.1,13.7,19.1,7.13,2713.26,286,Active
PROD0271,Samsung Wearables Model-635,Electronics,Wearables,Samsung,Pcs,10.8,8.6,14.1,0.78,64065.5,86,Active
PROD0272,LG Washing Machines Model-807,Home Appliances,Washing Machines,LG,Set,42.2,57.1,90.2,32.16,41006.8,45,Active
PROD0273,Haldiram Confectionery Model-343,FMCG - Food,Confectionery,Haldiram,Kg,18.9,5.7,12.7,2.11,634.73,120,Active
PROD0274,Colgate Oral Care Model-735,FMCG - Personal Care,Oral Care,Colgate,Pack,13.1,11.3,20.6,0.67,918.37,48,Active
PROD0275,Reliance Surface Cleaners Model-559,FMCG - Home Care,Surface Cleaners,Reliance,Litre,24.7,6.1,34.1,3.73,142.64,221,Active
PROD0276,Allen Solly Women's Wear Model-698,Apparel,Women's Wear,Allen Solly,Set,20.1,22.0,7.6,0.19,4200.24,149,Active
PROD0277,Campus Casual Shoes Model-908,Footwear,Casual Shoes,Campus,Box,25.7,20.0,12.6,1.74,3315.4,20,Active
PROD0278,Godrej Interio Storage Model-457,Furniture,Storage,Godrej Interio,Pcs,137.2,79.8,66.5,15.33,33335.33,110,Active
PROD0279,Bosch Car Care Model-784,Automotive Accessories,Car Care,Bosch,Set,27.8,37.1,20.3,3.8,7679.4,30,Active
PROD0280,JK Paper Paper Products Model-362,Office Supplies,Paper Products,JK Paper,Pcs,5.7,15.3,12.0,1.57,777.84,28,Active
PROD0281,Taparia Hand Tools Model-626,Industrial Tools,Hand Tools,Taparia,Pcs,57.4,13.4,28.9,6.59,606.29,135,Active
PROD0282,Omron Medical Devices Model-534,Health & Wellness,Medical Devices,Omron,Pack,9.1,17.4,13.8,1.51,1362.19,59,Active
PROD0283,Prestige Dinnerware Model-570,Kitchenware,Dinnerware,Prestige,Box,21.6,12.2,11.1,4.01,2856.71,24,Active
PROD0284,Hasbro Soft Toys Model-561,Toys & Games,Soft Toys,Hasbro,Set,22.1,16.3,12.8,0.38,219.47,14,Active
PROD0285,Puma Fitness Equipment Model-968,Sports & Fitness,Fitness Equipment,Puma,Pcs,52.6,25.1,12.2,10.35,7377.15,38,Active
PROD0286,Johnson & Johnson Baby Food Model-260,Baby Care,Baby Food,Johnson & Johnson,Pcs,18.8,32.4,48.8,3.41,807.95,29,Active
PROD0287,VIP Handbags Model-666,Luggage & Bags,Handbags,VIP,Pcs,28.7,15.1,56.8,2.6,8075.84,32,Active
PROD0288,Havells Plumbing Model-288,Hardware,Plumbing,Havells,Box,20.4,8.8,6.7,6.74,2290.81,342,Active
PROD0289,Havells Accessories Model-760,Electronics,Accessories,Havells,Box,12.2,21.8,6.5,0.77,49853.92,32,Active
PROD0290,Samsung Washing Machines Model-391,Home Appliances,Washing Machines,Samsung,Pcs,84.0,45.9,103.1,41.98,21604.72,122,Active
PROD0291,Haldiram Staples Model-272,FMCG - Food,Staples,Haldiram,Pack,11.3,16.8,21.9,3.22,235.81,323,Active
PROD0292,Boroplus Soaps & Bodywash Model-556,FMCG - Personal Care,Soaps & Bodywash,Boroplus,Pack,12.5,7.9,11.6,0.66,144.27,361,Active
PROD0293,Tata Insecticides Model-369,FMCG - Home Care,Insecticides,Tata,Pack,19.5,18.4,31.2,3.23,738.87,47,Active
PROD0294,Titan Men's Wear Model-366,Apparel,Men's Wear,Titan,Pack,37.9,23.1,5.9,0.31,1948.49,47,Active
PROD0295,Adidas Casual Shoes Model-575,Footwear,Casual Shoes,Adidas,Pair,29.0,18.5,13.3,1.59,4916.62,71,Active
PROD0296,Pepperfry Bedroom Model-263,Furniture,Bedroom,Pepperfry,Pcs,102.3,73.9,109.8,9.14,26022.15,160,Active
PROD0297,Studds Electronics Model-164,Automotive Accessories,Electronics,Studds,Set,24.8,11.3,10.2,5.46,3017.76,39,Active
PROD0298,Camlin Paper Products Model-205,Office Supplies,Paper Products,Camlin,Pcs,30.0,10.3,9.1,0.56,990.9,14,Active
PROD0299,Stanley Measuring Instruments Model-628,Industrial Tools,Measuring Instruments,Stanley,Set,27.6,35.8,17.2,5.94,9261.06,67,Active
PROD0300,Dabur Medical Devices Model-626,Health & Wellness,Medical Devices,Dabur,Pcs,9.2,7.8,8.6,1.46,443.16,357,Active
PROD0301,Hawkins Cookware Model-791,Kitchenware,Cookware,Hawkins,Set,26.8,24.8,22.9,2.17,1331.8,125,Active
PROD0302,Mitashi Board Games Model-250,Toys & Games,Board Games,Mitashi,Pcs,15.0,28.4,15.3,1.07,3398.5,142,Active
PROD0303,SG Yoga Accessories Model-321,Sports & Fitness,Yoga Accessories,SG,Set,78.7,24.1,17.0,3.45,5076.51,47,Active
PROD0304,Nestlé Diapers Model-775,Baby Care,Diapers,Nestlé,Pcs,20.6,31.7,23.8,1.87,1517.43,34,Active
PROD0305,American Tourister Backpacks Model-635,Luggage & Bags,Backpacks,American Tourister,Set,49.8,30.1,38.0,4.1,5298.51,286,Active
PROD0306,Asian Paints Electrical Fittings Model-593,Hardware,Electrical Fittings,Asian Paints,Box,27.5,13.1,5.0,9.38,2730.31,36,Active
PROD0307,Wipro Smartphones Model-539,Electronics,Smartphones,Wipro,Pcs,38.2,17.1,15.8,1.29,68627.24,139,Active
PROD0308,Whirlpool Microwaves Model-360,Home Appliances,Microwaves,Whirlpool,Set,76.0,75.5,51.7,40.9,36483.19,10,Active
PROD0309,Dabur Snacks Model-220,FMCG - Food,Snacks,Dabur,Pack,12.5,8.1,24.5,2.07,103.13,299,Active
PROD0310,Patanjali Grooming Model-678,FMCG - Personal Care,Grooming,Patanjali,Pack,10.7,11.9,16.0,0.24,684.92,21,Active
PROD0311,Dabur Insecticides Model-359,FMCG - Home Care,Insecticides,Dabur,Box,16.6,16.6,20.0,0.86,782.89,24,Active
PROD0312,Raymond Women's Wear Model-319,Apparel,Women's Wear,Raymond,Pack,28.0,20.1,5.3,0.88,3268.52,396,Active
PROD0313,Relaxo Sports Shoes Model-248,Footwear,Sports Shoes,Relaxo,Box,34.3,18.0,10.3,0.71,848.22,99,Active
PROD0314,Tata Storage Model-771,Furniture,Storage,Tata,Set,118.3,75.8,115.7,37.45,22949.76,22,Active
PROD0315,Studds Bike Accessories Model-134,Automotive Accessories,Bike Accessories,Studds,Box,30.4,31.0,20.4,4.11,3005.97,20,Active
PROD0316,JK Paper Desk Organizers Model-461,Office Supplies,Desk Organizers,JK Paper,Set,17.2,9.0,2.2,2.13,1381.19,45,Active
PROD0317,Taparia Safety Gear Model-935,Industrial Tools,Safety Gear,Taparia,Set,21.3,38.8,16.4,5.03,567.45,42,Active
PROD0318,Dr. Morepen Supplements Model-401,Health & Wellness,Supplements,Dr. Morepen,Pcs,23.9,17.0,14.6,1.76,2458.13,138,Active
PROD0319,Cello Small Kitchen Appliances Model-595,Kitchenware,Small Kitchen Appliances,Cello,Pcs,36.5,34.0,19.2,2.41,2996.11,179,Active
PROD0320,Lego Soft Toys Model-793,Toys & Games,Soft Toys,Lego,Set,16.9,16.3,24.1,1.34,232.09,25,Active
PROD0321,Puma Team Sports Model-866,Sports & Fitness,Team Sports,Puma,Set,23.0,37.9,16.9,5.43,10758.22,392,Active
PROD0322,Johnson & Johnson Diapers Model-854,Baby Care,Diapers,Johnson & Johnson,Pack,19.4,17.3,19.6,0.99,2103.86,32,Active
PROD0323,VIP Backpacks Model-180,Luggage & Bags,Backpacks,VIP,Set,43.4,34.1,54.4,0.57,4358.34,41,Active
PROD0324,Hindware Fasteners Model-287,Hardware,Fasteners,Hindware,Pack,14.9,16.3,6.9,5.3,1721.54,158,Active
PROD0325,HP Wearables Model-568,Electronics,Wearables,HP,Pcs,30.9,16.5,14.4,0.14,18861.05,30,Active
PROD0326,Whirlpool Air Conditioners Model-661,Home Appliances,Air Conditioners,Whirlpool,Set,44.2,53.6,125.8,26.96,33673.13,329,Active
PROD0327,Haldiram Staples Model-386,FMCG - Food,Staples,Haldiram,Litre,8.6,7.0,18.1,1.18,97.9,80,Active
PROD0328,Colgate Soaps & Bodywash Model-249,FMCG - Personal Care,Soaps & Bodywash,Colgate,Box,5.6,10.4,12.6,0.52,1194.9,43,Active
PROD0329,Dabur Dishwashing Model-407,FMCG - Home Care,Dishwashing,Dabur,Box,16.2,13.5,20.0,3.51,91.63,40,Active
PROD0330,Reliance Men's Wear Model-862,Apparel,Men's Wear,Reliance,Set,25.2,20.4,5.3,1.0,1745.39,32,Active
PROD0331,Sparx Formal Shoes Model-689,Footwear,Formal Shoes,Sparx,Pair,34.8,17.0,11.6,1.11,4738.57,15,Active
PROD0332,Pepperfry Office Furniture Model-746,Furniture,Office Furniture,Pepperfry,Pcs,135.5,78.4,114.3,20.72,22012.39,14,Active
PROD0333,Studds Bike Accessories Model-421,Automotive Accessories,Bike Accessories,Studds,Set,36.1,31.3,20.1,2.49,7124.0,33,Active
PROD0334,JK Paper Filing Model-271,Office Supplies,Filing,JK Paper,Pack,30.6,7.5,5.1,0.79,1123.5,203,Active
PROD0335,Bosch Power Tools Model-165,Industrial Tools,Power Tools,Bosch,Set,37.4,8.8,14.9,9.25,1707.14,189,Active
PROD0336,Patanjali First Aid Model-334,Health & Wellness,First Aid,Patanjali,Box,19.8,11.6,6.3,1.1,594.76,32,Active
PROD0337,Hawkins Storage Containers Model-578,Kitchenware,Storage Containers,Hawkins,Box,42.7,23.7,12.7,4.75,2765.54,108,Active
PROD0338,Mitashi Soft Toys Model-755,Toys & Games,Soft Toys,Mitashi,Set,26.0,28.2,14.6,0.65,495.53,36,Active
PROD0339,SG Yoga Accessories Model-100,Sports & Fitness,Yoga Accessories,SG,Pair,100.6,35.4,13.6,7.14,347.73,146,Active
PROD0340,Johnson & Johnson Baby Food Model-917,Baby Care,Baby Food,Johnson & Johnson,Box,33.9,33.9,35.2,0.84,2217.19,25,Active
PROD0341,Skybags Duffle Bags Model-325,Luggage & Bags,Duffle Bags,Skybags,Set,27.4,30.6,53.2,3.68,5405.73,84,Active
PROD0342,Hindware Fasteners Model-292,Hardware,Fasteners,Hindware,Pcs,9.6,9.3,14.6,6.22,1124.93,74,Active
PROD0343,Samsung Laptops Model-647,Electronics,Laptops,Samsung,Pcs,15.6,7.6,6.8,2.53,62131.57,188,Discontinued
PROD0344,Blue Star Washing Machines Model-530,Home Appliances,Washing Machines,Blue Star,Set,77.1,54.9,92.0,46.82,4483.57,19,Active
PROD0345,Tata Dairy Products Model-656,FMCG - Food,Dairy Products,Tata,Litre,8.6,18.4,9.0,1.94,29.84,25,Active
PROD0346,Colgate Soaps & Bodywash Model-855,FMCG - Personal Care,Soaps & Bodywash,Colgate,Pcs,6.2,9.9,11.4,0.68,289.71,29,Active
PROD0347,Patanjali Surface Cleaners Model-845,FMCG - Home Care,Surface Cleaners,Patanjali,Pack,19.9,13.2,13.1,2.51,296.98,13,Active
PROD0348,Raymond Women's Wear Model-341,Apparel,Women's Wear,Raymond,Pack,28.7,15.2,6.8,0.76,1962.39,398,Discontinued
PROD0349,Bata Sandals Model-710,Footwear,Sandals,Bata,Pair,28.7,15.6,10.8,0.53,3864.41,344,Active
PROD0350,Durian Living Room Model-760,Furniture,Living Room,Durian,Pcs,117.1,87.5,50.1,12.77,34386.14,343,Active
PROD0351,Amaron Electronics Model-297,Automotive Accessories,Electronics,Amaron,Pcs,37.6,20.7,8.4,5.41,3985.36,225,Active
PROD0352,Reynolds Filing Model-680,Office Supplies,Filing,Reynolds,Pack,21.3,11.5,8.1,2.61,910.06,20,Active
PROD0353,Havells Hand Tools Model-402,Industrial Tools,Hand Tools,Havells,Set,37.1,22.5,24.4,6.22,11138.04,49,Active
PROD0354,Patanjali Medical Devices Model-838,Health & Wellness,Medical Devices,Patanjali,Pack,18.2,13.1,8.9,1.1,1542.89,306,Active
PROD0355,Bajaj Small Kitchen Appliances Model-429,Kitchenware,Small Kitchen Appliances,Bajaj,Pcs,13.4,26.5,10.9,4.7,1016.4,16,Active
PROD0356,Funskool Board Games Model-684,Toys & Games,Board Games,Funskool,Set,35.1,23.2,15.5,1.78,1044.6,48,Active
PROD0357,SS Fitness Equipment Model-771,Sports & Fitness,Fitness Equipment,SS,Set,112.5,35.0,16.7,9.66,4490.88,103,Active
PROD0358,Nestlé Baby Food Model-372,Baby Care,Baby Food,Nestlé,Pcs,11.6,12.1,21.7,3.78,2405.41,24,Active
PROD0359,American Tourister Travel Suitcases Model-638,Luggage & Bags,Travel Suitcases,American Tourister,Pcs,42.1,38.7,55.1,2.69,6468.87,123,Active
PROD0360,Pidilite Paints & Finishes Model-781,Hardware,Paints & Finishes,Pidilite,Litre,27.1,7.5,7.7,4.08,1383.18,48,Active
PROD0361,JBL Audio Model-663,Electronics,Audio,JBL,Set,35.3,15.3,13.4,2.91,28305.19,119,Active
PROD0362,Voltas Water Purifiers Model-468,Home Appliances,Water Purifiers,Voltas,Set,56.8,49.9,141.7,63.98,39735.18,29,Discontinued
PROD0363,Britannia Beverages Model-976,FMCG - Food,Beverages,Britannia,Kg,5.4,17.3,21.3,1.42,451.86,46,Active
PROD0364,Boroplus Skincare Model-464,FMCG - Personal Care,Skincare,Boroplus,Pcs,5.5,6.9,18.7,0.27,982.74,101,Active
PROD0365,Patanjali Surface Cleaners Model-179,FMCG - Home Care,Surface Cleaners,Patanjali,Box,20.9,7.6,30.6,3.51,535.56,48,Active
PROD0366,VIP Men's Wear Model-927,Apparel,Men's Wear,VIP,Pack,27.6,26.7,7.5,0.5,3995.13,17,Active
PROD0367,Bata Formal Shoes Model-768,Footwear,Formal Shoes,Bata,Pair,31.3,19.4,10.3,1.13,2188.17,233,Active
PROD0368,Nilkamal Bedroom Model-151,Furniture,Bedroom,Nilkamal,Set,146.8,85.2,86.0,6.78,15969.84,68,Active
PROD0369,3M Car Care Model-685,Automotive Accessories,Car Care,3M,Box,12.0,22.0,7.1,3.11,6235.84,18,Active
PROD0370,JK Paper Writing Instruments Model-504,Office Supplies,Writing Instruments,JK Paper,Pack,21.8,24.9,8.8,0.76,421.4,137,Active
PROD0371,Bosch Power Tools Model-787,Industrial Tools,Power Tools,Bosch,Set,31.2,19.1,13.0,7.25,851.0,32,Active
PROD0372,Dr. Morepen First Aid Model-249,Health & Wellness,First Aid,Dr. Morepen,Set,5.9,17.3,7.0,0.81,2297.43,17,Active
PROD0373,Cello Dinnerware Model-251,Kitchenware,Dinnerware,Cello,Set,10.5,27.3,12.2,2.36,260.33,44,Active
PROD0374,Mitashi Action Figures Model-594,Toys & Games,Action Figures,Mitashi,Set,31.9,12.8,19.0,0.14,2123.92,12,Active
PROD0375,Cosco Fitness Equipment Model-305,Sports & Fitness,Fitness Equipment,Cosco,Pair,79.9,11.6,21.4,0.32,4816.58,33,Active
PROD0376,MamyPoko Baby Food Model-988,Baby Care,Baby Food,MamyPoko,Pcs,25.5,39.4,33.0,2.87,2269.29,48,Active
PROD0377,American Tourister Travel Suitcases Model-612,Luggage & Bags,Travel Suitcases,American Tourister,Set,41.8,32.8,31.8,4.18,2939.42,145,Active
PROD0378,Pidilite Fasteners Model-460,Hardware,Fasteners,Pidilite,Pack,20.6,8.5,19.7,5.06,3256.98,374,Active
PROD0379,Wipro Smartphones Model-386,Electronics,Smartphones,Wipro,Pcs,14.6,27.4,13.8,0.4,33228.96,128,Active
PROD0380,Godrej Washing Machines Model-346,Home Appliances,Washing Machines,Godrej,Pcs,55.6,45.6,124.8,31.95,10735.76,124,Active
PROD0381,ITC Beverages Model-416,FMCG - Food,Beverages,ITC,Box,13.6,18.6,23.6,3.3,460.58,58,Active
PROD0382,Unilever Skincare Model-425,FMCG - Personal Care,Skincare,Unilever,Pcs,12.0,10.1,23.2,0.44,522.94,50,Active
PROD0383,Tata Dishwashing Model-897,FMCG - Home Care,Dishwashing,Tata,Litre,7.1,7.8,29.1,3.14,269.5,79,Active
PROD0384,VIP Women's Wear Model-126,Apparel,Women's Wear,VIP,Set,21.6,26.7,2.8,1.04,2268.81,197,Active
PROD0385,Campus Sandals Model-240,Footwear,Sandals,Campus,Pair,26.9,15.2,13.8,0.42,1911.21,145,Active
PROD0386,Nilkamal Bedroom Model-167,Furniture,Bedroom,Nilkamal,Pcs,142.0,99.1,109.4,23.58,12384.0,25,Active
PROD0387,Philips Car Care Model-852,Automotive Accessories,Car Care,Philips,Set,38.8,21.8,28.5,3.52,4382.04,12,Active
PROD0388,JK Paper Filing Model-946,Office Supplies,Filing,JK Paper,Box,31.3,9.9,9.0,2.95,87.7,50,Active
PROD0389,Taparia Hand Tools Model-550,Industrial Tools,Hand Tools,Taparia,Set,54.2,32.8,12.1,2.25,4769.09,43,Active
PROD0390,Omron First Aid Model-562,Health & Wellness,First Aid,Omron,Pack,19.5,6.7,12.8,1.88,2118.73,36,Active
PROD0391,Milton Cookware Model-564,Kitchenware,Cookware,Milton,Box,41.4,32.4,27.7,0.63,1721.76,141,Active
PROD0392,Funskool Board Games Model-216,Toys & Games,Board Games,Funskool,Set,23.5,17.3,15.5,1.02,2810.52,20,Active
PROD0393,SG Team Sports Model-886,Sports & Fitness,Team Sports,SG,Pcs,110.8,27.0,21.5,2.42,10458.62,141,Active
PROD0394,MamyPoko Baby Bath Model-847,Baby Care,Baby Bath,MamyPoko,Box,21.6,15.4,54.4,3.85,108.48,10,Active
PROD0395,Safari Duffle Bags Model-926,Luggage & Bags,Duffle Bags,Safari,Pcs,43.2,27.3,39.8,3.1,4129.91,48,Active
PROD0396,Anchor Plumbing Model-384,Hardware,Plumbing,Anchor,Box,6.2,7.2,14.8,0.46,3422.63,48,Active
PROD0397,Samsung Smartphones Model-211,Electronics,Smartphones,Samsung,Set,39.8,9.0,7.1,2.35,59847.16,45,Active
