Inventory_ID,Warehouse_ID,Product_ID,Current_Stock,Reserved_Stock,Safety_Stock,Last_Restock_Date
INV1153,WH045,PROD0234,25,8,21,2026-04-11
INV1154,WH045,PROD0392,29,8,39,2026-05-12
INV1155,WH027,PROD0201,62,19,16,2026-06-25
INV1156,WH044,PROD0459,360,136,342,2026-07-28
INV1157,WH012,PROD0393,621,177,137,2026-07-17
INV1158,WH035,PROD0477,50,12,36,2026-06-17
INV1159,WH021,PROD0495,308,65,128,2026-07-08
INV1160,WH001,PROD0274,118,16,24,2026-04-15
INV1161,WH019,PROD0081,423,124,205,2026-07-20
INV1162,WH043,PROD0121,656,87,445,2026-07-19
INV1163,WH044,PROD0328,163,24,6,2026-06-18
INV1164,WH040,PROD0215,125,32,6,2026-05-15
INV1165,WH022,PROD0420,147,7,33,2026-06-08
INV1166,WH039,PROD0272,51,12,22,2026-06-03
INV1167,WH050,PROD0143,1304,132,127,2026-07-20
INV1168,WH044,PROD0421,177,15,89,2026-06-18
INV1169,WH001,PROD0198,1843,520,428,2026-07-27
INV1170,WH022,PROD0453,760,65,97,2026-07-19
INV1171,WH017,PROD0452,158,36,14,2026-04-10
INV1172,WH013,PROD0482,2138,192,496,2026-07-31
INV1173,WH039,PROD0080,522,33,110,2026-07-03
INV1174,WH014,PROD0016,2401,146,422,2026-07-23
INV1175,WH005,PROD0233,263,61,81,2026-07-13
INV1176,WH027,PROD0282,278,94,113,2026-07-04
INV1177,WH021,PROD0386,17,1,6,2026-05-05
INV1178,WH038,PROD0495,447,122,102,2026-07-11
INV1179,WH018,PROD0046,177,8,83,2026-06-18
INV1180,WH044,PROD0058,714,250,143,2026-06-28
INV1181,WH031,PROD0208,1905,466,167,2026-07-31
INV1182,WH002,PROD0123,169,11,12,2026-05-05
INV1183,WH012,PROD0473,117,42,17,2026-04-07
INV1184,WH018,PROD0112,93,25,29,2026-04-13
INV1185,WH022,PROD0268,184,14,36,2026-07-02
INV1186,WH048,PROD0152,777,119,149,2026-07-13
INV1187,WH024,PROD0111,1970,502,405,2026-07-31
INV1188,WH010,PROD0490,67,9,34,2026-05-17
INV1189,WH018,PROD0292,2148,721,307,2026-07-18
INV1190,WH016,PROD0313,485,24,113,2026-06-24
INV1191,WH019,PROD0125,106,36,25,2026-06-15
INV1192,WH020,PROD0022,100,29,27,2026-06-04
INV1193,WH033,PROD0386,30,9,39,2026-05-07
INV1194,WH018,PROD0348,366,69,224,2026-07-18
INV1195,WH033,PROD0280,47,16,12,2026-05-18
INV1196,WH032,PROD0128,630,238,77,2026-07-05
INV1197,WH010,PROD0102,42,2,19,2026-05-09
INV1198,WH030,PROD0310,169,25,38,2026-05-11
INV1199,WH024,PROD0298,89,32,36,2026-04-08
INV1200,WH004,PROD0488,75,17,16,2026-04-16
INV1201,WH027,PROD0289,168,30,13,2026-07-01
INV1202,WH030,PROD0486,1971,714,190,2026-07-28
INV1203,WH038,PROD0466,163,60,14,2026-04-18
INV1204,WH047,PROD0281,353,110,57,2026-07-02
INV1205,WH026,PROD0285,141,31,34,2026-04-03
INV1206,WH024,PROD0470,121,11,5,2026-05-25
INV1207,WH012,PROD0026,143,47,21,2026-04-16
INV1208,WH013,PROD0309,2462,964,481,2026-07-28
INV1209,WH026,PROD0006,420,30,102,2026-07-17
INV1210,WH045,PROD0239,508,195,48,2026-07-18
INV1211,WH042,PROD0339,332,117,139,2026-07-20
INV1212,WH037,PROD0037,65,3,24,2026-06-17
INV1213,WH037,PROD0254,92,31,14,2026-04-12
INV1214,WH003,PROD0303,166,45,39,2026-05-08
INV1215,WH025,PROD0153,50,18,13,2026-05-26
INV1216,WH046,PROD0333,48,5,8,2026-04-27
INV1217,WH015,PROD0016,2284,600,318,2026-07-25
INV1218,WH017,PROD0287,168,62,30,2026-06-16
INV1219,WH050,PROD0280,18,4,28,2026-05-12
INV1220,WH006,PROD0243,6192,208,76,2026-07-07
INV1221,WH027,PROD0210,202,40,149,2026-06-19
INV1222,WH031,PROD0079,767,266,147,2026-07-04
INV1223,WH016,PROD0408,414,38,92,2026-07-06
INV1224,WH015,PROD0494,174,38,114,2026-07-10
INV1225,WH026,PROD0050,113,25,36,2026-06-21
INV1226,WH011,PROD0038,2332,300,279,2026-07-31
INV1227,WH037,PROD0391,779,78,52,2026-07-20
INV1228,WH040,PROD0382,159,18,9,2026-04-18
INV1229,WH014,PROD0236,20,6,17,2026-05-25
INV1230,WH020,PROD0141,559,147,66,2026-06-17
INV1231,WH032,PROD0221,126,24,86,2026-06-18
INV1232,WH015,PROD0162,167,48,148,2026-07-22
INV1233,WH021,PROD0040,722,195,39,2026-06-22
INV1234,WH045,PROD0286,101,29,10,2026-05-02
INV1235,WH011,PROD0443,147,21,27,2026-06-22
INV1236,WH017,PROD0019,719,176,134,2026-07-18
INV1237,WH001,PROD0177,98,29,39,2026-06-22
INV1238,WH021,PROD0459,2150,648,233,2026-07-27
INV1239,WH043,PROD0188,73,4,12,2026-05-13
INV1240,WH031,PROD0002,22,5,23,2026-07-01
INV1241,WH001,PROD0368,418,38,70,2026-07-03
INV1242,WH002,PROD0390,73,8,39,2026-06-13
INV1243,WH002,PROD0349,1156,217,401,2026-07-25
INV1244,WH048,PROD0375,20,3,20,2026-04-28
INV1245,WH036,PROD0205,800,224,65,2026-07-21
INV1246,WH001,PROD0078,110,28,25,2026-06-12
INV1247,WH025,PROD0145,547,193,120,2026-07-09
INV1248,WH022,PROD0370,527,36,46,2026-07-10
INV1249,WH030,PROD0154,77,28,6,2026-04-29
INV1250,WH049,PROD0394,120,27,36,2026-06-27
INV1251,WH036,PROD0248,20,7,15,2026-06-27
INV1252,WH039,PROD0359,729,250,41,2026-06-18
INV1253,WH041,PROD0454,1455,119,213,2026-07-30
INV1254,WH010,PROD0416,1896,158,293,2026-07-30
INV1255,WH036,PROD0174,492,162,275,2026-07-29
INV1256,WH043,PROD0062,38,5,30,2026-06-28
INV1257,WH044,PROD0345,50,7,14,2026-06-30
INV1258,WH031,PROD0348,328,125,343,2026-07-24
INV1259,WH018,PROD0152,591,208,122,2026-07-19
INV1260,WH044,PROD0396,45,9,17,2026-06-22
INV1261,WH025,PROD0382,28,7,26,2026-06-01
INV1262,WH032,PROD0412,109,38,31,2026-06-16
INV1263,WH021,PROD0360,157,27,29,2026-07-02
INV1264,WH009,PROD0384,1874,444,137,2026-07-20
INV1265,WH024,PROD0249,668,34,146,2026-06-24
INV1266,WH034,PROD0206,22,4,26,2026-06-26
INV1267,WH026,PROD0123,121,7,5,2026-05-16
INV1268,WH042,PROD0045,175,60,32,2026-05-29
INV1269,WH038,PROD0062,12,0,18,2026-04-18
INV1270,WH011,PROD0031,342,34,111,2026-07-21
INV1271,WH039,PROD0135,96,11,15,2026-04-05
INV1272,WH049,PROD0190,682,89,89,2026-06-29
INV1273,WH042,PROD0423,1064,71,300,2026-07-31
INV1274,WH028,PROD0023,44,16,34,2026-05-19
INV1275,WH019,PROD0339,429,168,62,2026-07-05
INV1276,WH009,PROD0023,91,35,23,2026-04-22
INV1277,WH019,PROD0474,437,35,58,2026-06-20
INV1278,WH041,PROD0288,794,205,467,2026-07-23
INV1279,WH023,PROD0272,64,20,23,2026-05-27
INV1280,WH026,PROD0081,987,286,405,2026-07-19
INV1281,WH032,PROD0316,136,40,8,2026-05-23
INV1282,WH016,PROD0497,114,39,11,2026-05-10
INV1283,WH028,PROD0016,2133,441,105,2026-07-27
INV1284,WH049,PROD0216,113,13,6,2026-06-16
INV1285,WH005,PROD0188,139,10,28,2026-06-29
INV1286,WH044,PROD0003,577,166,325,2026-07-28
INV1287,WH006,PROD0217,608,97,133,2026-07-16
INV1288,WH034,PROD0226,156,14,8,2026-05-16
INV1289,WH005,PROD0108,72,14,25,2026-05-24
INV1290,WH046,PROD0193,77,6,28,2026-06-05
INV1291,WH045,PROD0481,2215,358,398,2026-07-31
INV1292,WH037,PROD0478,198,74,10,2026-04-11
INV1293,WH035,PROD0204,121,30,24,2026-05-12
INV1294,WH025,PROD0454,804,95,383,2026-07-28
INV1295,WH039,PROD0254,77,14,40,2026-05-05
INV1296,WH024,PROD0352,129,50,8,2026-06-09
INV1297,WH045,PROD0245,585,140,132,2026-07-17
INV1298,WH001,PROD0413,757,81,42,2026-07-11
INV1299,WH028,PROD0251,347,120,57,2026-07-10
INV1300,WH046,PROD0310,188,61,35,2026-06-05
INV1301,WH037,PROD0441,113,7,23,2026-05-30
INV1302,WH009,PROD0165,71,26,15,2026-05-13
INV1303,WH030,PROD0193,168,18,16,2026-05-30
INV1304,WH016,PROD0319,953,226,214,2026-07-20
INV1305,WH010,PROD0024,44,5,20,2026-04-06
INV1306,WH017,PROD0353,10,2,9,2026-05-09
INV1307,WH012,PROD0265,1442,179,250,2026-07-29
INV1308,WH043,PROD0037,164,59,38,2026-06-13
INV1309,WH044,PROD0248,94,15,25,2026-06-22
INV1310,WH022,PROD0065,1893,708,129,2026-07-17
INV1311,WH039,PROD0319,584,225,203,2026-07-23
INV1312,WH001,PROD0367,1911,238,245,2026-07-28
INV1313,WH050,PROD0389,120,26,14,2026-06-16
INV1314,WH014,PROD0105,608,184,312,2026-07-17
INV1315,WH003,PROD0489,111,33,30,2026-05-25
INV1316,WH029,PROD0002,63,4,40,2026-05-17
INV1317,WH003,PROD0172,729,195,70,2026-07-12
INV1318,WH009,PROD0323,83,22,10,2026-06-28
INV1319,WH020,PROD0373,23,3,13,2026-04-30
INV1320,WH028,PROD0243,475,94,94,2026-07-12
INV1321,WH024,PROD0292,309,32,320,2026-07-18
INV1322,WH016,PROD0362,113,31,17,2026-04-28
INV1323,WH026,PROD0453,368,54,82,2026-07-18
INV1324,WH021,PROD0305,2289,281,430,2026-07-22
INV1325,WH014,PROD0301,684,213,116,2026-06-21
INV1326,WH046,PROD0143,616,227,231,2026-07-22
INV1327,WH003,PROD0302,735,246,143,2026-07-02
INV1328,WH019,PROD0306,189,63,18,2026-06-14
INV1329,WH028,PROD0152,321,99,46,2026-07-14
INV1330,WH017,PROD0458,107,9,11,2026-06-16
INV1331,WH038,PROD0361,646,181,133,2026-07-18
INV1332,WH022,PROD0316,83,10,40,2026-05-20
INV1333,WH045,PROD0038,1047,212,450,2026-07-24
INV1334,WH013,PROD0419,705,266,97,2026-07-03
INV1335,WH041,PROD0083,97,30,30,2026-05-04
INV1336,WH005,PROD0434,2402,562,496,2026-07-23
INV1337,WH009,PROD0105,2144,516,369,2026-07-21
INV1338,WH022,PROD0337,659,48,138,2026-07-04
INV1339,WH025,PROD0358,29,8,17,2026-04-04
INV1340,WH024,PROD0206,88,22,34,2026-04-20
INV1341,WH018,PROD0201,16,3,25,2026-04-28
INV1342,WH018,PROD0291,1884,541,198,2026-07-17
INV1343,WH001,PROD0439,168,20,33,2026-06-13
INV1344,WH004,PROD0430,149,53,8,2026-04-20
INV1345,WH025,PROD0206,43,8,5,2026-06-20
INV1346,WH021,PROD0376,125,47,37,2026-05-11
INV1347,WH043,PROD0475,143,23,30,2026-05-22
INV1348,WH032,PROD0181,35,7,16,2026-05-31
INV1349,WH001,PROD0027,495,83,97,2026-06-24
INV1350,WH027,PROD0414,145,41,13,2026-05-26
INV1351,WH027,PROD0196,461,40,62,2026-07-02
INV1352,WH017,PROD0442,409,130,63,2026-07-18
INV1353,WH031,PROD0478,85,28,5,2026-06-14
INV1354,WH013,PROD0271,516,206,146,2026-06-18
INV1355,WH050,PROD0120,425,150,135,2026-06-22
INV1356,WH029,PROD0011,72,4,31,2026-06-08
INV1357,WH018,PROD0079,317,22,95,2026-06-26
INV1358,WH045,PROD0171,149,19,99,2026-06-18
INV1359,WH050,PROD0447,1438,178,482,2026-07-30
INV1360,WH001,PROD0299,543,183,111,2026-07-18
INV1361,WH032,PROD0445,157,54,36,2026-06-15
INV1362,WH010,PROD0285,78,13,12,2026-06-06
INV1363,WH034,PROD0007,86,18,25,2026-06-27
INV1364,WH050,PROD0194,186,73,36,2026-05-25
INV1365,WH001,PROD0294,92,25,36,2026-04-12
INV1366,WH017,PROD0347,14,4,26,2026-04-19
INV1367,WH003,PROD0072,178,19,32,2026-07-02
INV1368,WH018,PROD0076,176,68,7,2026-06-03
INV1369,WH034,PROD0308,45,6,26,2026-04-27
INV1370,WH002,PROD0240,295,30,138,2026-07-03
INV1371,WH037,PROD0381,550,118,115,2026-06-23
INV1372,WH030,PROD0186,1796,283,158,2026-07-21
INV1373,WH028,PROD0378,1394,421,451,2026-07-23
INV1374,WH033,PROD0268,195,31,13,2026-04-16
INV1375,WH026,PROD0357,626,54,133,2026-07-05
INV1376,WH016,PROD0332,66,4,15,2026-05-09
INV1377,WH025,PROD0367,1446,284,184,2026-07-24
INV1378,WH034,PROD0108,35,10,33,2026-06-08
INV1379,WH012,PROD0432,704,126,57,2026-07-17
INV1380,WH034,PROD0473,33,7,34,2026-04-24
INV1381,WH010,PROD0454,1862,314,285,2026-07-18
INV1382,WH040,PROD0281,707,266,137,2026-07-21
INV1383,WH016,PROD0069,127,35,14,2026-06-04
INV1384,WH040,PROD0258,158,56,6,2026-06-13
INV1385,WH044,PROD0424,531,177,118,2026-07-20
INV1386,WH028,PROD0162,379,102,141,2026-06-18
INV1387,WH043,PROD0455,151,59,22,2026-05-04
INV1388,WH046,PROD0133,589,121,421,2026-07-19
INV1389,WH021,PROD0104,161,63,38,2026-06-23
INV1390,WH035,PROD0277,169,52,7,2026-05-06
INV1391,WH038,PROD0034,1612,113,352,2026-07-22
INV1392,WH024,PROD0262,165,31,29,2026-06-11
INV1393,WH033,PROD0135,150,29,37,2026-05-07
INV1394,WH010,PROD0492,14,1,35,2026-05-12
INV1395,WH026,PROD0349,745,281,192,2026-07-30
INV1396,WH039,PROD0015,171,41,26,2026-06-21
INV1397,WH007,PROD0080,680,158,112,2026-06-18
INV1398,WH042,PROD0402,35,11,37,2026-06-15
INV1399,WH032,PROD0004,511,181,79,2026-07-20
INV1400,WH038,PROD0068,324,83,91,2026-07-13
INV1401,WH036,PROD0311,69,25,19,2026-05-28
INV1402,WH028,PROD0339,411,153,107,2026-06-23
INV1403,WH021,PROD0023,117,24,36,2026-05-22
INV1404,WH034,PROD0401,1222,212,197,2026-07-26
INV1405,WH016,PROD0379,203,69,128,2026-07-12
INV1406,WH021,PROD0169,97,33,7,2026-04-06
INV1407,WH044,PROD0464,18,4,27,2026-06-16
INV1408,WH040,PROD0309,1211,361,364,2026-07-27
INV1409,WH003,PROD0160,1805,222,360,2026-07-23
INV1410,WH020,PROD0033,415,158,143,2026-06-22
INV1411,WH045,PROD0053,49,16,19,2026-04-11
INV1412,WH013,PROD0206,147,24,33,2026-06-18
INV1413,WH050,PROD0274,164,41,9,2026-06-28
INV1414,WH029,PROD0317,124,44,39,2026-06-26
INV1415,WH041,PROD0499,1539,220,498,2026-07-21
INV1416,WH019,PROD0135,115,38,35,2026-04-20
INV1417,WH049,PROD0119,2033,405,471,2026-07-18
INV1418,WH002,PROD0034,2069,547,211,2026-07-29
INV1419,WH049,PROD0256,618,218,114,2026-07-09
INV1420,WH032,PROD0188,125,46,15,2026-04-17
INV1421,WH043,PROD0225,339,63,43,2026-06-20
INV1422,WH048,PROD0107,138,22,47,2026-07-17
INV1423,WH046,PROD0339,411,163,112,2026-07-12
INV1424,WH012,PROD0154,33,2,29,2026-05-16
INV1425,WH048,PROD0131,147,29,20,2026-04-19
INV1426,WH030,PROD0467,312,102,68,2026-07-04
INV1427,WH046,PROD0131,109,18,16,2026-06-17
INV1428,WH023,PROD0279,82,18,10,2026-04-13
INV1429,WH040,PROD0059,534,27,38,2026-06-24
INV1430,WH011,PROD0460,52,14,9,2026-04-28
INV1431,WH036,PROD0037,175,22,23,2026-06-20
INV1432,WH018,PROD0342,591,175,79,2026-07-19
INV1433,WH036,PROD0105,2294,135,330,2026-07-27
INV1434,WH047,PROD0441,42,6,39,2026-05-12
INV1435,WH016,PROD0498,1124,67,494,2026-07-17
INV1436,WH041,PROD0179,17,5,29,2026-04-03
INV1437,WH013,PROD0213,106,9,33,2026-05-05
INV1438,WH027,PROD0212,121,11,9,2026-07-02
INV1439,WH026,PROD0469,346,115,65,2026-07-11
INV1440,WH009,PROD0407,231,33,47,2026-07-08
INV1441,WH003,PROD0038,1155,450,471,2026-07-24
INV1442,WH027,PROD0250,466,38,109,2026-07-21
INV1443,WH040,PROD0037,93,14,14,2026-04-12
INV1444,WH008,PROD0141,400,49,33,2026-07-12
INV1445,WH023,PROD0033,568,208,68,2026-06-27
INV1446,WH020,PROD0072,106,25,8,2026-06-18
INV1447,WH049,PROD0066,1854,461,211,2026-07-30
INV1448,WH023,PROD0377,758,132,78,2026-07-01
INV1449,WH041,PROD0094,597,108,117,2026-06-24
INV1450,WH006,PROD0153,165,20,7,2026-06-29
INV1451,WH036,PROD0166,10,1,16,2026-05-21
INV1452,WH014,PROD0426,1410,527,499,2026-07-27
INV1453,WH031,PROD0073,392,7,39,2026-04-25
INV1454,WH049,PROD0124,339,126,38,2026-07-06
INV1455,WH047,PROD0379,185,28,77,2026-06-22
INV1456,WH010,PROD0184,33,9,12,2026-05-30
INV1457,WH034,PROD0265,2211,355,401,2026-07-18
INV1458,WH045,PROD0005,1485,241,107,2026-07-22
INV1459,WH032,PROD0334,2083,478,317,2026-07-30
INV1460,WH034,PROD0412,105,7,37,2026-06-26
INV1461,WH035,PROD0246,349,42,40,2026-07-03
INV1462,WH006,PROD0481,565,113,228,2026-07-28
INV1463,WH011,PROD0324,725,238,107,2026-07-24
INV1464,WH030,PROD0050,146,39,108,2026-06-27
INV1465,WH020,PROD0066,1654,568,489,2026-07-24
INV1466,WH036,PROD0334,309,61,173,2026-07-18
INV1467,WH013,PROD0126,194,73,9,2026-05-16
INV1468,WH048,PROD0101,112,7,81,2026-07-20
INV1469,WH012,PROD0491,2357,394,321,2026-07-18
INV1470,WH022,PROD0466,188,30,6,2026-04-07
INV1471,WH011,PROD0148,199,30,11,2026-06-20
INV1472,WH026,PROD0210,591,94,34,2026-07-16
INV1473,WH048,PROD0302,679,56,48,2026-07-21
INV1474,WH028,PROD0458,73,7,18,2026-04-27
INV1475,WH009,PROD0143,453,59,116,2026-07-26
INV1476,WH009,PROD0095,780,140,52,2026-07-19
INV1477,WH002,PROD0049,779,270,124,2026-07-20
INV1478,WH014,PROD0132,2488,319,257,2026-07-28
INV1479,WH015,PROD0329,54,12,28,2026-06-09
INV1480,WH008,PROD0408,319,97,50,2026-07-07
INV1481,WH027,PROD0348,1460,183,270,2026-07-29
INV1482,WH050,PROD0412,86,28,33,2026-05-09
INV1483,WH038,PROD0263,2061,296,319,2026-07-28
INV1484,WH047,PROD0415,159,32,27,2026-06-01
INV1485,WH043,PROD0243,740,108,145,2026-07-07
INV1486,WH041,PROD0321,1776,382,190,2026-07-22
INV1487,WH026,PROD0428,194,77,72,2026-07-11
INV1488,WH026,PROD0190,440,63,102,2026-07-18
INV1489,WH025,PROD0492,50,17,28,2026-06-01
INV1490,WH040,PROD0470,116,10,31,2026-05-25
INV1491,WH024,PROD0113,1320,334,307,2026-07-18
INV1492,WH019,PROD0450,123,24,22,2026-05-13
INV1493,WH015,PROD0174,1153,339,387,2026-07-22
INV1494,WH027,PROD0066,1688,175,482,2026-07-28
INV1495,WH046,PROD0387,109,11,36,2026-04-18
INV1496,WH031,PROD0042,260,91,112,2026-06-23
INV1497,WH027,PROD0487,60,9,40,2026-06-04
INV1498,WH043,PROD0147,115,25,40,2026-05-21
INV1499,WH043,PROD0296,407,34,311,2026-07-19
INV1500,WH037,PROD0241,161,42,20,2026-04-15
INV1501,WH035,PROD0404,178,14,9,2026-05-10
INV1502,WH044,PROD0485,138,25,10,2026-06-20
INV1503,WH042,PROD0101,572,77,41,2026-07-21
INV1504,WH014,PROD0243,233,50,78,2026-07-19
INV1505,WH050,PROD0003,690,182,240,2026-07-23
INV1506,WH036,PROD0463,192,69,6,2026-04-22
INV1507,WH018,PROD0294,63,24,12,2026-06-16
INV1508,WH013,PROD0304,86,9,33,2026-05-13
INV1509,WH010,PROD0384,973,287,298,2026-07-18
INV1510,WH026,PROD0106,58,5,11,2026-05-05
INV1511,WH038,PROD0323,86,16,5,2026-06-05
INV1512,WH033,PROD0434,627,71,441,2026-07-30
INV1513,WH019,PROD0291,2184,422,145,2026-07-22
INV1514,WH002,PROD0211,184,23,40,2026-06-04
INV1515,WH008,PROD0017,36,3,29,2026-06-19
INV1516,WH037,PROD0015,39,9,30,2026-06-01
INV1517,WH038,PROD0018,183,23,54,2026-07-08
INV1518,WH014,PROD0244,781,218,83,2026-06-22
INV1519,WH044,PROD0141,646,95,131,2026-07-16
INV1520,WH035,PROD0409,371,142,41,2026-07-19
INV1521,WH032,PROD0308,65,25,7,2026-06-23
INV1522,WH006,PROD0054,112,28,5,2026-05-27
INV1523,WH043,PROD0337,185,12,128,2026-07-21
INV1524,WH011,PROD0458,19,4,14,2026-04-26
INV1525,WH027,PROD0475,40,15,30,2026-04-24
INV1526,WH005,PROD0449,168,25,7,2026-06-01
INV1527,WH017,PROD0257,200,48,26,2026-05-25
INV1528,WH004,PROD0108,91,18,17,2026-06-23
INV1529,WH037,PROD0344,34,2,36,2026-04-18
INV1530,WH025,PROD0031,181,15,71,2026-06-22
INV1531,WH006,PROD0405,607,216,44,2026-07-09
INV1532,WH007,PROD0299,798,318,69,2026-07-21
INV1533,WH001,PROD0083,143,11,40,2026-04-10
INV1534,WH009,PROD0431,146,22,34,2026-04-13
INV1535,WH032,PROD0479,176,68,128,2026-07-09
INV1536,WH033,PROD0189,2310,810,294,2026-07-27
INV1537,WH005,PROD0123,151,56,10,2026-06-28
INV1538,WH040,PROD0497,38,12,29,2026-06-17
INV1539,WH011,PROD0128,756,129,49,2026-07-15
INV1540,WH005,PROD0364,343,43,40,2026-07-01
INV1541,WH039,PROD0340,120,8,16,2026-05-14
INV1542,WH023,PROD0173,52,16,25,2026-06-10
INV1543,WH020,PROD0458,29,7,5,2026-06-15
INV1544,WH005,PROD0479,577,149,104,2026-06-18
INV1545,WH034,PROD0270,1770,462,318,2026-07-25
INV1546,WH039,PROD0114,159,13,33,2026-06-29
INV1547,WH045,PROD0375,97,16,32,2026-05-06
INV1548,WH024,PROD0187,2367,239,251,2026-07-17
INV1549,WH029,PROD0327,188,35,88,2026-07-13
INV1550,WH042,PROD0186,1959,275,287,2026-07-31
INV1551,WH031,PROD0012,179,27,7,2026-06-22
INV1552,WH018,PROD0057,66,15,5,2026-05-15
INV1553,WH027,PROD0441,56,18,21,2026-06-27
INV1554,WH050,PROD0414,36,14,5,2026-07-02
INV1555,WH035,PROD0307,160,63,116,2026-07-05
INV1556,WH007,PROD0249,238,12,98,2026-07-13
INV1557,WH013,PROD0257,194,33,12,2026-06-17
INV1558,WH011,PROD0072,68,6,14,2026-04-23
INV1559,WH010,PROD0146,113,24,98,2026-07-05
INV1560,WH034,PROD0099,101,5,24,2026-06-28
INV1561,WH047,PROD0385,667,174,64,2026-06-24
INV1562,WH024,PROD0456,204,77,120,2026-07-15
INV1563,WH002,PROD0423,1587,616,199,2026-07-26
INV1564,WH010,PROD0085,174,16,38,2026-04-18
INV1565,WH028,PROD0149,40,9,28,2026-05-01
INV1566,WH049,PROD0238,144,13,20,2026-06-29
INV1567,WH005,PROD0013,1529,230,152,2026-07-22
INV1568,WH022,PROD0125,87,14,9,2026-04-15
INV1569,WH049,PROD0262,34,7,21,2026-05-27
INV1570,WH030,PROD0148,197,12,13,2026-04-23
INV1571,WH033,PROD0346,152,28,19,2026-06-30
INV1572,WH032,PROD0468,672,192,112,2026-07-21
INV1573,WH036,PROD0300,772,64,441,2026-07-29
INV1574,WH040,PROD0372,193,72,33,2026-05-31
INV1575,WH047,PROD0207,710,114,103,2026-07-22
INV1576,WH021,PROD0491,1710,308,352,2026-07-19
INV1577,WH045,PROD0394,15,1,39,2026-05-28
INV1578,WH001,PROD0428,529,131,107,2026-06-25
INV1579,WH020,PROD0184,49,16,38,2026-04-16
INV1580,WH025,PROD0035,196,32,8,2026-05-14
INV1581,WH015,PROD0232,79,28,28,2026-05-07
INV1582,WH021,PROD0074,123,46,31,2026-06-21
INV1583,WH036,PROD0036,1524,370,400,2026-07-17
INV1584,WH015,PROD0326,383,45,362,2026-07-27
INV1585,WH040,PROD0315,51,7,30,2026-05-26
INV1586,WH032,PROD0441,56,13,25,2026-07-01
INV1587,WH016,PROD0381,244,27,145,2026-07-06
INV1588,WH001,PROD0393,132,27,65,2026-07-17
INV1589,WH008,PROD0369,94,35,26,2026-06-01
INV1590,WH007,PROD0168,647,136,73,2026-07-02
INV1591,WH038,PROD0476,417,142,296,2026-07-29
INV1592,WH025,PROD0008,266,47,65,2026-07-12
INV1593,WH049,PROD0110,66,21,14,2026-04-14
INV1594,WH019,PROD0184,56,9,19,2026-06-22
INV1595,WH009,PROD0269,109,16,19,2026-06-27
INV1596,WH009,PROD0310,121,44,30,2026-06-09
INV1597,WH039,PROD0047,553,121,50,2026-07-16
INV1598,WH039,PROD0072,43,3,6,2026-05-25
INV1599,WH050,PROD0091,788,105,283,2026-07-21
INV1600,WH026,PROD0196,718,251,56,2026-06-22
INV1601,WH026,PROD0114,229,71,134,2026-06-30
INV1602,WH008,PROD0430,69,4,15,2026-04-29
INV1603,WH023,PROD0004,289,56,49,2026-07-20
INV1604,WH004,PROD0055,1280,158,429,2026-07-28
INV1605,WH032,PROD0310,134,9,10,2026-04-16
INV1606,WH002,PROD0095,695,139,112,2026-07-01
INV1607,WH012,PROD0431,97,14,29,2026-04-07
INV1608,WH039,PROD0159,10,3,33,2026-04-19
INV1609,WH010,PROD0117,10,3,23,2026-05-19
INV1610,WH009,PROD0381,339,94,40,2026-06-28
INV1611,WH035,PROD0394,29,5,23,2026-05-21
INV1612,WH019,PROD0429,72,23,33,2026-07-01
INV1613,WH019,PROD0484,461,171,55,2026-07-16
INV1614,WH032,PROD0220,2023,341,464,2026-07-25
INV1615,WH043,PROD0242,2012,119,134,2026-07-29
INV1616,WH036,PROD0045,189,45,25,2026-05-02
INV1617,WH005,PROD0409,739,71,37,2026-07-13
INV1618,WH031,PROD0321,2109,569,112,2026-07-25
INV1619,WH028,PROD0105,1673,172,225,2026-07-29
INV1620,WH008,PROD0277,101,35,14,2026-06-23
INV1621,WH041,PROD0265,1465,261,431,2026-07-23
INV1622,WH032,PROD0043,185,48,66,2026-07-13
INV1623,WH003,PROD0015,72,23,34,2026-05-20
INV1624,WH049,PROD0276,678,241,146,2026-07-13
INV1625,WH005,PROD0107,246,41,63,2026-06-25
INV1626,WH033,PROD0436,1856,228,294,2026-07-22
INV1627,WH049,PROD0494,648,55,121,2026-07-06
INV1628,WH013,PROD0411,799,135,93,2026-06-26
INV1629,WH022,PROD0459,1161,74,368,2026-07-29
INV1630,WH002,PROD0418,109,32,27,2026-06-12
INV1631,WH012,PROD0221,555,197,140,2026-07-08
INV1632,WH010,PROD0250,287,109,65,2026-07-02
INV1633,WH016,PROD0251,474,75,116,2026-06-27
INV1634,WH040,PROD0241,115,23,21,2026-04-26
INV1635,WH028,PROD0082,974,322,242,2026-07-18
INV1636,WH024,PROD0426,792,152,111,2026-07-27
INV1637,WH001,PROD0491,1992,776,396,2026-07-29
INV1638,WH025,PROD0274,95,31,12,2026-06-14
INV1639,WH027,PROD0393,229,81,126,2026-06-24
INV1640,WH012,PROD0306,69,3,25,2026-04-04
INV1641,WH050,PROD0111,1354,195,450,2026-07-17
INV1642,WH009,PROD0295,212,75,68,2026-06-25
INV1643,WH001,PROD0096,903,327,200,2026-07-27
INV1644,WH045,PROD0479,784,117,123,2026-07-22
INV1645,WH032,PROD0371,155,28,34,2026-06-15
INV1646,WH019,PROD0358,177,10,8,2026-05-05
INV1647,WH040,PROD0272,44,9,10,2026-05-26
