Purchase_Order_ID,Order_Date,Supplier_ID,Product_ID,Warehouse_ID,Order_Quantity,Unit_Cost,Expected_Delivery_Date,Actual_Delivery_Date,Defective_Quantity,Transportation_Mode,Freight_Cost,Payment_Terms,Payment_Method
PO010104,2024-11-12,SUP0013,PROD0164,WH006,28,34744.25,2024-11-17,2024-11-17,0,Road,1012.49,Advance Payment,Bank Transfer
PO010105,2024-11-24,SUP0017,PROD0349,WH019,774,2057.78,2024-12-01,,20,Rail,1213.67,Net 60,Bank Transfer
PO010106,2024-03-19,SUP0028,PROD0103,WH005,120,838.38,2024-03-26,2024-03-26,3,Rail,1147.12,Net 30,RTGS
PO010107,2026-05-10,SUP0089,PROD0121,WH049,929,1333.92,2026-05-24,2026-05-24,1,Sea,1956.08,Advance Payment,Cheque
PO010108,2024-12-22,SUP0052,PROD0254,WH026,21,20056.59,2024-12-29,2024-12-29,0,Rail,977.46,Net 60,RTGS
PO010109,2026-06-19,SUP0114,PROD0155,WH050,77,7720.67,2026-06-24,2026-06-24,1,Road,,Net 30,NEFT
PO010110,2025-07-20,SUP0036,PROD0079,WH044,474,2001.49,2025-07-25,2025-07-25,13,Road,1402.37,Net 60,Cheque
PO010111,2026-07-28,SUP0047,PROD0121,WH018,1779,1091.52,2026-08-04,2026-08-14,43,Rail,5106.98,Advance Payment,Cheque
PO010112,2025-04-01,SUP0066,PROD0014,WH037,339,2010.94,2025-04-06,2025-04-12,3,Road,1352.22,Net 45,NEFT
PO010113,2025-09-04,SUP0032,PROD0350,WH045,245,22392.68,2025-09-06,2025-09-13,5,Air,21784.42,Net 60,RTGS
PO010114,2024-01-10,SUP0032,PROD0243,WH036,104,9220.86,2024-01-12,2024-01-12,0,Air,2816.31,Advance Payment,Bank Transfer
PO010115,2026-03-03,SUP0070,PROD0043,WH031,261,477.44,2026-03-08,2026-03-12,5,Road,1428.36,Advance Payment,RTGS
PO010116,2025-07-26,SUP0118,PROD0081,WH018,752,2604.9,2025-07-31,2025-08-08,2,Road,5191.78,Net 90,RTGS
PO010117,2025-11-25,SUP0095,PROD0048,WH009,145,1389.27,2025-11-30,2025-11-30,1,Road,626.66,Net 45,Bank Transfer
PO010118,2025-04-30,SUP0055,PROD0306,WH026,27,1849.96,2025-05-14,2025-05-12,0,Sea,572.98,Net 30,Bank Transfer
PO010119,2026-02-16,SUP0073,PROD0043,WH002,416,491.24,2026-02-21,2026-02-25,3,Road,1264.67,Net 90,Cheque
PO010120,2026-05-19,SUP0107,PROD0378,WH032,1143,2213.43,2026-05-26,2026-05-26,6,Rail,5262.43,Net 45,RTGS
PO010121,2026-07-04,SUP0116,PROD0008,WH042,164,10694.19,2026-07-09,2026-07-09,1,Road,9526.44,Net 30,Cheque
PO010122,2024-06-18,SUP0080,PROD0116,WH045,57,10119.85,2024-06-23,2024-06-22,0,Road,3181.48,Net 90,NEFT
PO010123,2024-03-03,SUP0089,PROD0448,WH006,105,149.94,2024-03-10,2024-03-09,0,Rail,571.53,Net 30,Bank Transfer
PO010124,2025-05-19,SUP0040,PROD0354,WH020,1018,1027.75,2025-05-24,2025-05-24,0,Road,2091.04,Advance Payment,NEFT
PO010125,2024-09-15,SUP0028,PROD0034,WH008,673,580.27,2024-09-20,2024-09-20,0,Road,3396.79,Net 60,Cheque
PO010126,2025-03-02,SUP0081,PROD0416,WH045,1282,6430.06,2025-03-09,2025-03-09,13,Rail,44767.54,Net 90,Cheque
PO010127,2025-04-03,SUP0031,PROD0244,WH004,420,740.19,2025-04-17,2025-04-17,10,Sea,551.62,Net 90,Bank Transfer
PO010128,2024-01-04,SUP0119,PROD0426,WH025,973,447.36,2024-01-11,2024-01-11,10,Rail,1682.44,Net 30,NEFT
PO010129,2024-08-28,SUP0087,PROD0300,WH031,1432,313.35,2024-09-02,2024-08-30,42,Road,3815.53,Net 60,Bank Transfer
PO010130,2024-06-04,SUP0031,PROD0340,WH019,17,1726.82,2024-06-06,2024-06-06,0,Air,931.68,Net 30,Cheque
PO010131,2024-10-23,SUP0026,PROD0498,WH007,844,1646.8,2024-10-28,2024-10-28,16,Road,2114.28,Advance Payment,Bank Transfer
PO010132,2025-05-25,SUP0004,PROD0108,WH047,120,9154.06,2025-05-30,2025-06-01,0,Road,1443.98,Net 90,Cheque
PO010133,2024-06-14,SUP0103,PROD0312,WH037,1422,1921.99,2024-06-19,,2,Road,2885.51,Net 45,Cheque
PO010134,2025-06-06,SUP0107,PROD0227,WH030,679,2833.49,2025-06-11,2025-06-11,24,Road,9651.22,Net 45,Cheque
PO010135,2026-01-24,SUP0107,PROD0016,WH027,250,581.39,2026-01-29,2026-01-28,7,Road,857.7,Net 90,Cheque
PO010136,2025-02-19,SUP0107,PROD0006,WH017,757,169.87,2025-02-24,2025-02-24,1,Road,1552.82,Net 45,Bank Transfer
PO010137,2025-08-16,SUP0058,PROD0055,WH032,708,20610.28,2025-08-23,2025-08-23,9,Rail,2535.09,Net 45,Cheque
PO010138,2026-03-18,SUP0117,PROD0324,WH019,848,1287.04,2026-03-23,2026-03-23,11,Road,8140.88,Net 45,Cheque
PO010139,2026-04-01,SUP0117,PROD0287,WH025,23,4738.11,2026-04-03,2026-04-03,0,Air,761.02,Net 90,RTGS
PO010140,2024-05-05,SUP0079,PROD0276,WH029,120,3089.98,2024-05-10,2024-05-09,0,Road,,Net 45,Bank Transfer
PO010141,2025-12-23,SUP0101,PROD0013,WH025,596,3159.16,2025-12-28,2026-01-04,6,Road,1315.97,Advance Payment,Cheque
PO010142,2025-12-20,SUP0102,PROD0232,WH032,102,1082.88,2025-12-27,2025-12-26,0,Rail,587.95,Net 45,RTGS
PO010143,2025-01-21,SUP0023,PROD0467,WH037,444,3369.88,2025-01-23,2025-01-23,10,Air,18959.9,Net 30,Bank Transfer
PO010144,2026-06-27,SUP0069,PROD0192,WH011,115,436.76,2026-07-04,2026-07-04,3,Rail,1006.21,Net 90,NEFT
PO010145,2024-02-25,SUP0105,PROD0312,WH004,7792,2137.64,2024-03-01,2024-02-28,301,Road,9018.36,Net 30,Bank Transfer
PO010146,2025-05-11,SUP0060,PROD0392,WH046,74,1939.5,2025-05-13,2025-05-13,1,Air,955.68,Advance Payment,Bank Transfer
PO010147,2026-03-29,SUP0043,PROD0396,WH031,130,1901.85,2026-04-05,2026-04-05,3,Rail,415.14,Advance Payment,RTGS
PO010148,2026-02-03,SUP0089,PROD0260,WH036,30,11166.4,2026-02-05,2026-02-05,0,Air,2163.52,Net 60,Cheque
PO010149,2025-11-07,SUP0094,PROD0434,WH004,1550,12462.01,2025-11-21,2025-11-21,43,Sea,43512.97,Net 45,RTGS
PO010150,2026-01-26,SUP0119,PROD0189,WH002,287,2036.73,2026-01-31,2026-02-06,4,Road,1173.21,Advance Payment,Bank Transfer
PO010151,2025-09-15,SUP0026,PROD0447,WH039,280,2069.5,2025-09-20,2025-09-20,7,Road,5667.82,Net 45,Bank Transfer
PO010152,2025-08-28,SUP0067,PROD0112,WH033,122,403.48,2025-09-04,,3,Rail,,Net 45,NEFT
PO010153,2025-06-09,SUP0116,PROD0132,WH044,220,541.87,2025-06-23,2025-06-23,0,Sea,314.33,Net 60,Cheque
PO010154,2025-01-10,SUP0068,PROD0025,WH027,1727,938.48,2025-01-12,2025-01-22,17,Air,19477.28,Advance Payment,Cheque
PO010155,2025-01-08,SUP0055,PROD0401,WH026,1540,343.02,2025-01-13,2025-01-12,23,Road,2690.54,Net 60,NEFT
PO010156,2026-01-24,SUP0047,PROD0201,WH019,12,255.48,2026-01-29,2026-01-29,0,Road,445.37,Net 90,Bank Transfer
PO010157,2025-01-06,SUP0082,PROD0106,WH044,72,673.05,2025-01-08,2025-01-08,1,Air,2848.24,Net 90,Bank Transfer
PO010158,2026-07-20,SUP0059,PROD0108,WH041,145,9516.74,2026-07-25,2026-07-25,1,Road,1896.41,Net 90,NEFT
PO010159,2025-08-04,SUP0101,PROD0454,WH039,2000,171.87,2025-08-11,2025-08-10,26,Rail,1619.08,Net 60,NEFT
PO010160,2024-10-14,SUP0075,PROD0423,WH033,1770,1515.88,2024-10-28,2024-11-01,53,Sea,3519.37,Net 90,RTGS
PO010161,2024-06-17,SUP0075,PROD0276,WH038,347,2742.23,2024-06-22,2024-06-22,11,Road,727.67,Net 30,NEFT
PO010162,2024-10-22,SUP0100,PROD0308,WH010,27,26951.2,2024-10-29,2024-10-29,0,Rail,1408.63,Advance Payment,NEFT
PO010163,2025-02-19,SUP0016,PROD0236,WH001,25,24312.72,2025-02-24,2025-02-21,1,Road,2105.45,Net 90,RTGS
PO010164,2026-06-26,SUP0058,PROD0189,WH050,1341,2818.75,2026-07-03,2026-06-30,26,Rail,1343.06,Net 30,Bank Transfer
PO010165,2026-01-16,SUP0107,PROD0462,WH035,1748,280.47,2026-01-30,2026-01-30,67,Sea,,Net 90,Cheque
PO010166,2026-05-20,SUP0089,PROD0057,WH011,143,106.18,2026-05-25,2026-05-27,4,Road,1211.33,Net 60,Bank Transfer
PO010167,2025-04-17,SUP0001,PROD0203,WH014,37,578.02,2025-05-01,2025-05-01,1,Sea,881.01,Net 60,NEFT
PO010168,2026-05-06,SUP0090,PROD0169,WH006,103,2936.48,2026-05-11,2026-05-11,0,Road,795.76,Net 45,NEFT
PO010169,2024-11-05,SUP0045,PROD0247,WH043,343,1637.22,2024-11-10,2024-11-10,0,Road,1812.09,Net 90,RTGS
PO010170,2025-11-27,SUP0094,PROD0225,WH039,318,2082.7,2025-12-04,2025-12-04,3,Rail,822.24,Net 60,Bank Transfer
PO010171,2025-10-09,SUP0115,PROD0259,WH040,463,994.57,2025-10-14,2025-10-14,4,Road,1099.67,Advance Payment,RTGS
PO010172,2025-11-12,SUP0006,PROD0064,WH025,235,649.69,2025-11-17,2025-11-17,8,Road,994.08,Net 45,Bank Transfer
PO010173,2026-01-08,SUP0091,PROD0255,WH023,39,249.14,2026-01-13,2026-01-13,0,Road,1098.94,Net 60,Cheque
PO010174,2024-11-21,SUP0052,PROD0113,WH005,1711,329.6,2024-11-26,2024-11-26,15,Road,,Advance Payment,Cheque
PO010175,2026-01-16,SUP0019,PROD0086,WH026,65,1573.98,2026-01-18,2026-01-18,0,Air,637.88,Net 90,RTGS
PO010176,2025-03-03,SUP0102,PROD0031,WH018,165,1646.91,2025-03-08,2025-03-08,0,Road,1758.0,Net 60,Cheque
PO010177,2025-04-27,SUP0109,PROD0381,WH032,494,263.79,2025-05-04,2025-05-06,14,Rail,2239.5,Net 60,NEFT
PO010178,2024-08-05,SUP0043,PROD0208,WH047,1638,362.78,2024-08-10,2024-08-10,15,Road,6933.67,Net 45,NEFT
PO010179,2024-01-31,SUP0019,PROD0312,WH021,1541,1904.93,2024-02-05,2024-02-05,23,Road,2451.46,Advance Payment,NEFT
PO010180,2024-12-06,SUP0039,PROD0360,WH026,19,1000.24,2024-12-11,,1,Road,,Net 45,NEFT
PO010181,2025-04-16,SUP0108,PROD0339,WH050,356,214.58,2025-04-21,2025-04-21,8,Road,3636.89,Net 60,Cheque
PO010182,2025-09-22,SUP0032,PROD0233,WH035,176,3471.17,2025-09-29,2025-09-27,6,Rail,1463.0,Net 90,RTGS
PO010183,2026-04-21,SUP0112,PROD0187,WH010,1840,323.07,2026-04-26,2026-04-26,49,Road,6099.49,Net 60,NEFT
PO010184,2025-01-25,SUP0065,PROD0183,WH028,145,94.5,2025-01-30,2025-01-30,1,Road,1087.34,Net 60,RTGS
PO010185,2025-02-13,SUP0089,PROD0320,WH031,82,128.83,2025-02-20,2025-02-20,0,Rail,971.83,Net 60,Bank Transfer
PO010186,2024-06-04,SUP0047,PROD0245,WH015,135,3083.29,2024-06-09,2024-06-09,0,Road,2177.1,Net 45,Cheque
PO010187,2025-01-20,SUP0013,PROD0428,WH040,391,2027.81,2025-01-25,2025-01-30,10,Road,1676.04,Net 90,RTGS
PO010188,2024-09-08,SUP0074,PROD0440,WH008,1655,10380.48,2024-09-22,2024-09-30,38,Sea,21652.37,Net 90,Bank Transfer
PO010189,2024-02-13,SUP0082,PROD0081,WH046,1170,2956.12,2024-02-18,2024-02-18,3,Road,7891.57,Advance Payment,Cheque
PO010190,2024-03-18,SUP0036,PROD0063,WH010,655,229.24,2024-03-25,2024-03-23,9,Rail,1501.49,Net 30,RTGS
PO010191,2024-11-22,SUP0086,PROD0314,WH045,42,12672.77,2024-11-29,2024-12-04,2,Rail,1970.43,Net 90,Cheque
PO010192,2024-05-24,SUP0070,PROD0143,WH010,941,1176.44,2024-05-29,2024-05-26,22,Road,2288.37,Advance Payment,Cheque
PO010193,2025-10-16,SUP0027,PROD0006,WH038,1993,164.0,2025-10-21,2025-10-21,39,Road,3920.97,Net 45,NEFT
PO010194,2025-04-14,SUP0072,PROD0447,WH018,1866,2145.89,2025-04-19,2025-04-29,34,Road,23915.82,Net 60,NEFT
PO010195,2024-06-08,SUP0024,PROD0105,WH048,1606,383.06,2024-06-13,2024-06-13,3,Road,13070.54,Net 60,Cheque
PO010196,2026-07-07,SUP0020,PROD0469,WH028,461,45573.93,2026-07-21,2026-07-21,16,Sea,1043.48,Net 30,NEFT
PO010197,2025-10-27,SUP0086,PROD0354,WH028,362,978.33,2025-11-01,2025-11-01,5,Road,1533.8,Net 90,Bank Transfer
PO010198,2025-05-12,SUP0009,PROD0381,WH050,455,357.46,2025-05-17,2025-05-17,1,Road,3481.67,Net 30,Cheque
PO010199,2024-11-07,SUP0119,PROD0092,WH020,459,20896.98,2024-11-12,,0,Road,26296.92,Net 45,RTGS
PO010200,2024-03-28,SUP0104,PROD0109,WH024,60,39463.6,2024-04-04,2024-04-04,1,Rail,801.42,Net 30,Bank Transfer
PO010201,2024-03-26,SUP0120,PROD0261,WH006,425,4780.1,2024-03-28,2024-04-06,7,Air,19224.92,Net 30,RTGS
PO010202,2025-09-22,SUP0114,PROD0081,WH041,1156,2641.85,2025-09-29,,3,Rail,4120.85,Net 45,Cheque
PO010203,2025-02-08,SUP0039,PROD0144,WH048,113,1145.33,2025-02-13,2025-02-13,6,Road,2026.42,Net 45,NEFT
PO010204,2024-06-13,SUP0083,PROD0157,WH032,51,1161.63,2024-06-20,2024-06-20,0,Rail,909.97,Net 90,Cheque
PO010205,2026-07-27,SUP0119,PROD0072,WH006,16,1959.28,2026-08-03,2026-08-03,0,Rail,287.99,Net 30,NEFT
PO010206,2025-10-09,SUP0114,PROD0094,WH011,416,308.28,2025-10-23,2025-10-23,6,Sea,1029.51,Net 90,NEFT
PO010207,2024-05-21,SUP0001,PROD0398,WH030,1306,36482.29,2024-05-26,2024-05-26,49,Road,111935.2,Net 60,NEFT
PO010208,2025-01-16,SUP0011,PROD0079,WH003,142,2548.47,2025-01-21,,4,Road,725.38,Advance Payment,NEFT
PO010209,2024-11-17,SUP0105,PROD0011,WH008,47,8067.09,2024-11-22,2024-11-22,0,Road,772.19,Net 60,Bank Transfer
PO010210,2025-05-14,SUP0106,PROD0313,WH033,376,467.53,2025-05-21,2025-05-21,10,Rail,752.16,Net 30,Cheque
PO010211,2024-07-17,SUP0074,PROD0491,WH047,1497,280.83,2024-07-31,2024-07-31,20,Sea,2515.1,Net 30,Cheque
PO010212,2025-02-14,SUP0001,PROD0160,WH047,489,69.06,2025-02-21,2025-02-21,19,Rail,1605.89,Net 45,Cheque
PO010213,2024-01-08,SUP0091,PROD0055,WH019,1275,20574.49,2024-01-15,2024-01-24,39,Rail,3377.1,Net 30,RTGS
PO010214,2024-07-14,SUP0081,PROD0288,WH010,1103,1737.87,2024-07-19,2024-07-19,16,Road,,Net 60,Bank Transfer
PO010215,2024-02-28,SUP0108,PROD0457,WH019,96,3993.35,2024-03-04,2024-03-04,3,Road,963.36,Net 45,RTGS
PO010216,2025-06-05,SUP0044,PROD0396,WH009,113,2664.17,2025-06-10,2025-06-07,0,Road,1020.43,Net 45,Cheque
PO010217,2025-05-08,SUP0051,PROD0311,WH007,83,424.64,2025-05-13,,0,Road,389.71,Advance Payment,Cheque
PO010218,2024-10-29,SUP0017,PROD0151,WH014,198,2549.8,2024-11-05,2024-11-12,2,Rail,1134.9,Net 90,Cheque
PO010219,2024-05-17,SUP0103,PROD0270,WH002,588,1762.36,2024-05-19,2024-05-19,13,Air,40256.93,Net 45,NEFT
PO010220,2025-06-11,SUP0119,PROD0041,WH022,92,203.87,2025-06-16,2025-06-16,1,Road,1105.44,Net 30,RTGS
PO010221,2024-09-15,SUP0107,PROD0338,WH045,52,318.87,2024-09-20,2024-09-20,2,Road,765.73,Advance Payment,RTGS
PO010222,2025-10-24,SUP0120,PROD0359,WH020,114,3368.85,2025-10-29,2025-10-29,2,Road,1329.85,Net 60,Cheque
PO010223,2025-05-28,SUP0066,PROD0486,WH026,974,2529.68,2025-05-30,2025-05-28,3,Air,38677.33,Net 60,Cheque
PO010224,2024-03-05,SUP0112,PROD0121,WH004,1949,1503.84,2024-03-19,2024-03-19,43,Sea,3365.4,Advance Payment,Bank Transfer
PO010225,2025-12-15,SUP0023,PROD0006,WH039,1747,182.68,2025-12-20,2025-12-20,6,Road,2979.9,Net 90,NEFT
PO010226,2025-09-15,SUP0041,PROD0273,WH040,242,375.16,2025-09-20,2025-09-20,2,Road,1072.57,Net 30,Cheque
PO010227,2024-11-14,SUP0059,PROD0350,WH023,379,17958.27,2024-11-21,2024-11-18,8,Rail,,Net 60,Cheque
PO010228,2026-04-05,SUP0074,PROD0398,WH016,1821,26390.07,2026-04-10,,35,Road,159618.5,Net 30,NEFT
PO010229,2025-07-02,SUP0117,PROD0090,WH025,1702,1691.24,2025-07-04,2025-07-12,1,Air,112318.99,Net 60,NEFT
PO010230,2024-07-07,SUP0106,PROD0121,WH009,1768,1106.76,2024-07-09,2024-07-09,36,Air,52663.69,Advance Payment,Cheque
PO010231,2026-06-08,SUP0094,PROD0255,WH011,147,225.46,2026-06-13,2026-06-13,1,Road,1546.77,Net 60,Cheque
PO010232,2026-02-26,SUP0099,PROD0160,WH025,678,77.55,2026-03-03,2026-03-01,2,Road,2382.78,Net 45,RTGS
PO010233,2024-11-11,SUP0025,PROD0434,WH031,1612,13152.95,2024-11-16,2024-11-16,68,Road,149916.53,Net 60,Cheque
PO010234,2026-02-27,SUP0017,PROD0235,WH046,178,15525.3,2026-03-06,2026-03-04,3,Rail,922.52,Net 60,RTGS
PO010235,2025-09-29,SUP0110,PROD0404,WH027,121,12317.38,2025-10-13,2025-10-12,4,Sea,3452.46,Net 45,Bank Transfer
PO010236,2024-12-15,SUP0019,PROD0292,WH036,1367,81.46,2024-12-20,2024-12-20,6,Road,1585.18,Net 45,Bank Transfer
PO010237,2025-02-12,SUP0082,PROD0386,WH047,127,8186.03,2025-02-17,2025-02-26,7,Road,,Advance Payment,Bank Transfer
PO010238,2024-02-16,SUP0082,PROD0161,WH014,473,571.11,2024-02-18,2024-02-20,3,Air,4063.31,Net 45,Cheque
PO010239,2026-04-28,SUP0046,PROD0421,WH023,407,2234.75,2026-05-05,2026-05-05,4,Rail,945.91,Net 30,Bank Transfer
PO010240,2025-07-05,SUP0035,PROD0130,WH016,71,773.86,2025-07-10,2025-07-18,0,Road,476.11,Net 30,Bank Transfer
PO010241,2025-03-10,SUP0074,PROD0273,WH020,136,482.02,2025-03-15,2025-03-12,3,Road,1403.69,Net 60,Cheque
PO010242,2024-12-08,SUP0023,PROD0097,WH003,302,1113.41,2024-12-13,2024-12-10,5,Road,1093.54,Net 90,RTGS
PO010243,2024-08-23,SUP0109,PROD0237,WH006,1181,106.67,2024-08-28,2024-08-28,36,Road,,Net 45,NEFT
PO010244,2024-05-28,SUP0086,PROD0154,WH029,134,252.59,2024-05-30,2024-06-05,0,Air,4012.02,Net 60,RTGS
PO010245,2024-09-19,SUP0044,PROD0124,WH004,130,1037.11,2024-09-24,2024-09-24,2,Road,461.33,Net 45,Bank Transfer
PO010246,2026-06-20,SUP0009,PROD0486,WH001,303,1789.49,2026-06-27,2026-06-27,0,Rail,1535.67,Net 60,NEFT
PO010247,2025-12-06,SUP0032,PROD0073,WH050,128,37335.82,2025-12-13,2025-12-13,5,Rail,940.64,Net 90,Cheque
PO010248,2026-02-09,SUP0090,PROD0398,WH008,972,35549.21,2026-02-14,2026-02-14,16,Road,83326.34,Advance Payment,Cheque
PO010249,2025-02-28,SUP0093,PROD0494,WH048,446,9859.36,2025-03-05,2025-03-14,5,Road,12173.93,Advance Payment,Bank Transfer
PO010250,2024-09-08,SUP0059,PROD0007,WH020,122,3117.5,2024-09-13,2024-09-15,0,Road,647.42,Net 45,Cheque
PO010251,2025-10-12,SUP0042,PROD0348,WH016,767,1046.13,2025-10-17,2025-10-17,15,Road,1323.07,Advance Payment,NEFT
PO010252,2024-05-29,SUP0062,PROD0119,WH047,1958,724.31,2024-05-31,2024-05-31,58,Air,138673.91,Net 90,NEFT
PO010253,2025-03-09,SUP0019,PROD0016,WH031,1085,521.82,2025-03-14,2025-03-12,17,Road,1298.22,Net 45,Bank Transfer
PO010254,2024-09-07,SUP0112,PROD0196,WH032,377,590.28,2024-09-12,2024-09-12,13,Road,1247.36,Advance Payment,RTGS
PO010255,2024-10-30,SUP0093,PROD0474,WH034,144,345.81,2024-11-04,2024-11-04,0,Road,1160.69,Net 60,RTGS
PO010256,2024-02-22,SUP0117,PROD0005,WH029,1478,666.1,2024-02-27,2024-02-27,42,Road,4607.91,Net 90,RTGS
PO010257,2024-06-18,SUP0035,PROD0295,WH012,329,3561.33,2024-07-02,2024-07-02,2,Sea,570.49,Net 90,RTGS
PO010258,2024-01-09,SUP0076,PROD0247,WH004,692,1824.69,2024-01-14,2024-01-14,9,Road,1934.22,Advance Payment,Cheque
PO010259,2026-05-01,SUP0008,PROD0440,WH043,541,9015.59,2026-05-08,2026-05-08,5,Rail,15934.85,Net 30,NEFT
PO010260,2026-02-08,SUP0089,PROD0038,WH034,1211,12927.43,2026-02-13,2026-02-13,52,Road,84980.7,Net 90,Cheque
PO010261,2025-05-12,SUP0091,PROD0340,WH006,133,1331.5,2025-05-26,2025-05-26,0,Sea,822.68,Net 45,RTGS
PO010262,2026-04-10,SUP0111,PROD0339,WH049,334,197.97,2026-04-15,2026-04-17,6,Road,3989.32,Advance Payment,RTGS
PO010263,2024-07-26,SUP0043,PROD0334,WH009,1340,774.24,2024-07-31,2024-07-31,27,Road,2121.34,Net 60,Bank Transfer
PO010264,2024-12-11,SUP0119,PROD0478,WH005,130,996.06,2024-12-16,2024-12-16,0,Road,,Net 45,RTGS
PO010265,2026-01-25,SUP0045,PROD0416,WH046,1215,6255.16,2026-01-30,,6,Road,73747.68,Net 45,Cheque
PO010266,2026-03-01,SUP0006,PROD0017,WH016,37,3033.89,2026-03-15,2026-03-15,0,Sea,438.75,Advance Payment,RTGS
PO010267,2025-08-12,SUP0013,PROD0233,WH001,403,4394.0,2025-08-17,2025-08-17,3,Road,2705.77,Net 60,NEFT
PO010268,2026-02-04,SUP0011,PROD0192,WH020,75,595.87,2026-02-11,2026-02-11,0,Rail,924.9,Advance Payment,RTGS
PO010269,2025-04-13,SUP0102,PROD0147,WH035,76,442.67,2025-04-18,2025-04-17,3,Road,919.24,Net 60,NEFT
PO010270,2026-05-04,SUP0070,PROD0223,WH010,1565,303.37,2026-05-09,2026-05-09,9,Road,5562.69,Advance Payment,RTGS
PO010271,2024-03-16,SUP0069,PROD0187,WH025,1009,444.45,2024-03-21,2024-03-21,21,Road,3483.13,Net 30,NEFT
PO010272,2025-05-30,SUP0007,PROD0210,WH047,234,640.08,2025-06-13,2025-06-13,5,Sea,361.75,Advance Payment,RTGS
PO010273,2024-08-10,SUP0055,PROD0493,WH028,539,3500.38,2024-08-15,2024-08-18,13,Road,1832.72,Net 60,RTGS
PO010274,2026-05-09,SUP0055,PROD0040,WH035,498,668.17,2026-05-14,2026-05-14,15,Road,1044.99,Net 30,RTGS
PO010275,2024-02-21,SUP0019,PROD0465,WH033,345,2699.17,2024-02-26,2024-02-26,4,Road,2545.59,Net 90,NEFT
PO010276,2026-03-31,SUP0107,PROD0238,WH045,67,93.68,2026-04-05,2026-04-03,1,Road,500.61,Net 30,Cheque
PO010277,2024-11-05,SUP0006,PROD0312,WH015,1950,2429.46,2024-11-12,2024-11-12,27,Rail,2149.31,Net 90,Bank Transfer
PO010278,2024-11-03,SUP0089,PROD0421,WH021,500,2056.61,2024-11-08,2024-11-08,20,Road,621.88,Net 60,Bank Transfer
PO010279,2026-03-17,SUP0009,PROD0176,WH042,1223,379.3,2026-03-31,2026-04-07,46,Sea,947.56,Net 30,Bank Transfer
PO010280,2025-09-27,SUP0020,PROD0209,WH035,455,2884.54,2025-10-02,2025-10-02,1,Road,1984.83,Net 45,NEFT
PO010281,2024-02-05,SUP0025,PROD0198,WH050,631,734.3,2024-02-12,2024-02-12,6,Rail,3375.95,Net 60,Cheque
PO010282,2025-01-01,SUP0050,PROD0182,WH037,129,16384.48,2025-01-03,2025-01-10,1,Air,45660.28,Net 60,Bank Transfer
PO010283,2025-01-17,SUP0072,PROD0467,WH010,441,3620.13,2025-01-19,2025-01-19,28,Air,13919.03,Net 30,Cheque
PO010284,2024-03-18,SUP0050,PROD0420,WH016,83,1645.94,2024-03-23,2024-03-23,4,Road,1007.92,Advance Payment,NEFT
PO010285,2025-01-06,SUP0101,PROD0051,WH020,1598,6978.96,2025-01-08,2025-01-08,35,Air,113665.57,Advance Payment,RTGS
PO010286,2025-05-16,SUP0038,PROD0051,WH050,408,5177.57,2025-05-21,2025-05-27,0,Road,7036.52,Net 30,NEFT
PO010287,2025-06-26,SUP0066,PROD0208,WH008,820,445.49,2025-07-03,2025-07-03,1,Rail,1869.29,Advance Payment,NEFT
PO010288,2026-07-17,SUP0057,PROD0046,WH045,131,364.02,2026-07-22,2026-07-22,3,Road,851.32,Net 30,Cheque
PO010289,2026-02-15,SUP0022,PROD0309,WH031,1493,69.36,2026-02-20,2026-02-22,5,Road,5521.48,Net 30,RTGS
PO010290,2025-06-17,SUP0056,PROD0065,WH008,1019,3196.93,2025-06-22,2025-06-24,18,Road,2260.11,Net 90,NEFT
PO010291,2025-02-23,SUP0036,PROD0262,WH013,128,579.91,2025-02-25,2025-02-25,2,Air,2696.99,Net 90,Bank Transfer
PO010292,2025-08-28,SUP0051,PROD0003,WH024,1764,22.18,2025-09-02,2025-09-02,21,Road,9817.16,Net 60,Bank Transfer
PO010293,2025-11-22,SUP0068,PROD0152,WH012,361,21992.22,2025-11-29,2025-11-29,14,Rail,6743.69,Advance Payment,NEFT
PO010294,2025-06-04,SUP0112,PROD0337,WH045,103,1514.37,2025-06-09,2025-06-09,2,Road,890.79,Net 90,Bank Transfer
PO010295,2026-04-20,SUP0001,PROD0240,WH017,340,465.69,2026-04-25,2026-05-03,13,Road,1373.28,Advance Payment,NEFT
PO010296,2024-11-15,SUP0048,PROD0493,WH047,1157,4019.44,2024-11-29,2024-11-29,9,Sea,1009.29,Net 90,NEFT
PO010297,2024-05-19,SUP0033,PROD0440,WH041,1998,9995.12,2024-05-26,2024-05-25,66,Rail,54376.79,Net 45,Bank Transfer
PO010298,2024-08-07,SUP0024,PROD0175,WH036,1981,2499.08,2024-08-14,2024-08-14,0,Rail,4161.59,Net 45,RTGS
PO010299,2024-05-23,SUP0049,PROD0019,WH012,333,32754.16,2024-05-28,2024-05-28,6,Road,1072.83,Net 30,Bank Transfer
PO010300,2024-12-22,SUP0069,PROD0426,WH036,1156,491.06,2024-12-27,2024-12-27,1,Road,1784.09,Advance Payment,Bank Transfer
PO010301,2024-08-28,SUP0058,PROD0459,WH013,1242,327.8,2024-08-30,2024-09-02,9,Air,41794.97,Net 60,Bank Transfer
PO010302,2025-05-19,SUP0048,PROD0416,WH035,799,4644.77,2025-05-26,2025-05-26,19,Rail,35618.48,Net 90,Cheque
